epoch,loss,kidney_ax,tumor_ax,lr
1,1.5409796183109283,0.48904984028515885,0.0,0.009981998198678612
2,0.8751461243629456,0.5639825594286615,0.0,0.00996399278941777
3,0.758054491519928,0.6477076174524539,0.010483050098177243,0.009945983764247315
4,0.7230066559314727,0.5938587189604198,0.026900662508216395,0.009927971115163414
5,0.6881293134689331,0.659484629512197,0.048715824871127404,0.009909954834128341
6,0.6627807604074478,0.6903325678490613,0.04055468739346176,0.00989193491307027
7,0.622302549123764,0.6963921723694789,0.13617483671375222,0.00987391134388305
8,0.6362121241092682,0.7240789963417243,0.15642337850810342,0.009855884118426006
9,0.5987670703530311,0.7898999685570948,0.207601211317237,0.009837853228523706
10,0.6121479703783989,0.7281661044977134,0.18001452583655178,0.009819818665965752
11,0.5903641191720963,0.7385681429154385,0.07645528899806237,0.009801780422506557
12,0.5711554085612297,0.7673545709122793,0.21341902521537406,0.009783738489865112
13,0.562875275194645,0.7763517795053295,0.2249166974281306,0.009765692859724779
14,0.5520743589997291,0.8097036530154783,0.3059308943087314,0.009747643523733043
15,0.5541008555591106,0.8184075944155392,0.21802899688270638,0.009729590473501306
16,0.5341916099786759,0.8184084217542104,0.21152992351783248,0.009711533700604631
17,0.5285629166364669,0.8617790895115195,0.3290732653163814,0.009693473196581535
18,0.5448273332417011,0.7796949309315578,0.32668566863191345,0.009675408952933734
19,0.5112186945676803,0.741017593759035,0.25451207484329347,0.009657340961125919
20,0.5153449399471283,0.845522052984334,0.2553533116145696,0.009639269212585509
21,0.4947532205581665,0.8305012619790344,0.2879878832396393,0.009621193698702417
22,0.5021231778264046,0.7789060041379491,0.2825166981212879,0.009603114410828804
23,0.4993324538469315,0.8256885327103576,0.3975186937138735,0.009585031340278832
24,0.49072809851169585,0.774818305498132,0.30698546085469697,0.009566944478328421
25,0.4874936937689781,0.8852400893969182,0.3368582881803415,0.009548853816214998
26,0.4656135576069355,0.8402280974028885,0.34321841829573874,0.009530759345137247
27,0.47720614877343176,0.859792120600277,0.2804681573280504,0.009512661056254852
28,0.42798398008942606,0.8356219443001188,0.29420419000949544,0.009494558940688246
29,0.46481827545166016,0.8697691423848718,0.33762088914146254,0.00947645298951835
30,0.46311876630783083,0.8434521670214007,0.3644250942265364,0.009458343193786321
31,0.48529819917678835,0.8274662846605683,0.2349095654881104,0.00944022954449327
32,0.47411451786756514,0.8975666785181963,0.3934398074195629,0.009422112032600018
33,0.4089698612391949,0.8329291051807424,0.3561333709950438,0.009403990649026823
34,0.40940614154934885,0.8275910445401798,0.3185516850704084,0.009385865384653105
35,0.4288143371641636,0.8141489948291726,0.31929944287534573,0.009367736230317175
36,0.4432352349162102,0.8179507533259228,0.3237992448063149,0.009349603176815975
37,0.4538889572620392,0.8717452000347579,0.34682819294479944,0.009331466214904776
38,0.42550592467188836,0.8255975858012699,0.27297788042538007,0.009313325335296928
