epoch,loss,kidney_ax,tumor_ax,lr
1,1.2933244886398316,0.5523389762232805,0.0,0.009981998198678612
2,0.8067614665031433,0.6489994285224879,0.00459962490016483,0.00996399278941777
3,0.7134552210569381,0.66669317872082,0.019115797470324082,0.009945983764247315
4,0.6843608074188232,0.7868427833456015,0.030950345880738393,0.009927971115163414
5,0.6519603801965713,0.7226735098615814,0.05795557064456592,0.009909954834128341
6,0.6293640052080154,0.8534343519011919,0.06599549014582891,0.00989193491307027
7,0.6215265377759933,0.8713437812629079,0.1117982415615004,0.00987391134388305
8,0.6010386135578155,0.7765597553408613,0.08905842295504399,0.009855884118426006
9,0.5777267568707466,0.7999311670673848,0.11579016572775581,0.009837853228523706
10,0.5638208048939705,0.8512233219655196,0.16853006399762677,0.009819818665965752
11,0.5668373711109161,0.8498522154157292,0.16037196940714005,0.009801780422506557
12,0.5507378488779068,0.8561278932785356,0.19571409394897027,0.009783738489865112
13,0.561407283961773,0.8922225885067141,0.18133870851552608,0.009765692859724779
14,0.5229648109078407,0.8743497348745415,0.19897232627458783,0.009747643523733043
15,0.5350090735852718,0.8860435981095104,0.15344410242650178,0.009729590473501306
16,0.5057757099866868,0.8532390500120209,0.1932448403670589,0.009711533700604631
17,0.5197298086285591,0.8803268206976902,0.17506606679571846,0.009693473196581535
18,0.5043950341939926,0.8869384654558297,0.15859489345721117,0.009675408952933734
19,0.49286244067549706,0.911288274590161,0.20758220304733338,0.009657340961125919
20,0.48098637291789054,0.8604939402769024,0.15422356073899818,0.009639269212585509
21,0.4783610270619392,0.8964220116151194,0.20381152091941587,0.009621193698702417
22,0.47709242939949037,0.8636070604592899,0.1855466142750662,0.009603114410828804
23,0.4466952816545963,0.8692955208755596,0.17521990022720121,0.009585031340278832
24,0.4474212204813957,0.8782305461421049,0.25236316013987115,0.009566944478328421
25,0.45300276958942415,0.910055752079725,0.20954686186546556,0.009548853816214998
26,0.4666687206327915,0.9163730727900206,0.20774446845367706,0.009530759345137247
27,0.46107167363166807,0.9145483790960367,0.25065866690642263,0.009512661056254852
28,0.44303051656484604,0.9125873867628639,0.1914748382765261,0.009494558940688246
29,0.432466298520565,0.9154527359027438,0.2214424507453661,0.00947645298951835
30,0.44767651656270024,0.925412644224817,0.20020403151469013,0.009458343193786321
31,0.4494313142597675,0.8969262956984695,0.23195016489728829,0.00944022954449327
32,0.4406292603611946,0.8877093803876496,0.27631826775407486,0.009422112032600018
33,0.43222997623682025,0.9058412107268661,0.21681953970701753,0.009403990649026823
34,0.4082003796994686,0.9181632972772928,0.24694542587269905,0.009385865384653105
35,0.4292333365380764,0.8853667939336973,0.18941774596732985,0.009367736230317175
36,0.39962053805589676,0.9267779854331952,0.2523727525622449,0.009349603176815975
37,0.4135958886146545,0.9174307572226685,0.21332125097014118,0.009331466214904776
38,0.4026507634818554,0.9188991577950321,0.24155800017390663,0.009313325335296928
39,0.39278590461611745,0.9125830360250325,0.31215963444758155,0.009295180528663556
40,0.41147441473603247,0.903132137882258,0.29143940344508673,0.009277031785633282
41,0.4106230661869049,0.9213418287960649,0.25725419533007876,0.00925887909679195
42,0.39209478306770323,0.9235845566645172,0.28086184965387917,0.00924072245268232
43,0.3950553682744503,0.9198265979533681,0.263081168784309,0.009222561843803788
44,0.3955891087949276,0.8904515445274688,0.2528081808087905,0.009204397260612089
45,0.3916421924829483,0.927194590770685,0.25156510252861486,0.009186228693518995
46,0.3811866254210472,0.905441246307669,0.24812485200805134,0.009168056132892021
47,0.37789507129788397,0.919636574414472,0.23758259512277752,0.009149879569054125
48,0.3650134388208389,0.9126029560806381,0.2603068788099463,0.009131698992283397
49,0.38568668177723886,0.9243741355356001,0.26590844719409445,0.00911351439281275
50,0.3686493479013443,0.8943101257973959,0.2044891372293754,0.009095325760829623
51,0.37504583889245985,0.9274948161806876,0.27423285436149497,0.009077133086475645
52,0.3632641395032406,0.9206899161550535,0.3248383487628888,0.009058936359846346
53,0.37134772777557373,0.9184325267096015,0.260803004112378,0.009040735570990808
54,0.3669207672774792,0.9260316137138453,0.31769668613286045,0.009022530709911372
55,0.3701264021396637,0.9190044329756997,0.26554720750953276,0.00900432176656329
