epoch,loss,kidney_ax,tumor_ax,lr
1,1.3099264483451842,0.553419807992295,0.0009292777399965364,0.009981998198678612
2,0.8166918184757233,0.6074009456969274,0.023763645696423683,0.00996399278941777
3,0.7432010407447815,0.6610713686384784,0.008922155861605498,0.009945983764247315
4,0.6881586883068085,0.6904080911491938,0.08141387588616866,0.009927971115163414
5,0.693376568198204,0.7561687757496749,0.05282738788350464,0.009909954834128341
6,0.6366348705291748,0.772170574906398,0.08875754573531529,0.00989193491307027
7,0.6380466607809067,0.7691801672053656,0.05561851323187853,0.00987391134388305
8,0.619921833395958,0.7859846284053498,0.10504853326188071,0.009855884118426006
9,0.6100005755424499,0.802075073432185,0.10153126629216883,0.009837853228523706
10,0.5849128878712654,0.8231283633762447,0.168042767504136,0.009819818665965752
11,0.5563416483998299,0.7974605952574105,0.144481871548866,0.009801780422506557
12,0.5523751093149185,0.824720501452756,0.1411819946840414,0.009783738489865112
13,0.5276699331998825,0.77980676313322,0.18254410635029408,0.009765692859724779
14,0.5554619579911232,0.7706534922632339,0.24077637701486967,0.009747643523733043
15,0.5188991997539997,0.8647474322529695,0.2664401114079959,0.009729590473501306
16,0.5217240625619888,0.8536020385356401,0.20685763560652087,0.009711533700604631
17,0.5248858683109283,0.8389425271670482,0.16109057635498839,0.009693473196581535
18,0.5329588376283646,0.8701624281280483,0.22673080170225454,0.009675408952933734
19,0.5410948458909989,0.8549892619819127,0.17349237232225437,0.009657340961125919
20,0.4932298882007599,0.8550168007591658,0.22823434303108142,0.009639269212585509
21,0.47894691157341,0.8455481761884281,0.2276935887319327,0.009621193698702417
22,0.4988031867146492,0.8771881830022098,0.19714170910255968,0.009603114410828804
23,0.4907537510097027,0.8577814351163775,0.272344253780429,0.009585031340278832
24,0.4911521349549294,0.7837988818229301,0.1940310582865143,0.009566944478328421
25,0.5060475566983222,0.8869927567675986,0.26877105351610103,0.009548853816214998
26,0.4710137586593628,0.8677521376735637,0.30383146707021613,0.009530759345137247
27,0.45305871054530145,0.8764136817143899,0.27014000200329974,0.009512661056254852
28,0.46454918789863586,0.8254184280296581,0.22439815139566197,0.009494558940688246
29,0.4810651951134205,0.8577146436103557,0.15750178640111967,0.00947645298951835
