epoch,loss,kidney,tumor,lr
1,1.5352909059524535,0.37425399059430925,0.0,0.009981998198678612
2,0.9605155882835388,0.6456759677276628,0.0,0.00996399278941777
3,0.8294237833023071,0.7844549634603672,0.0,0.009945983764247315
4,0.7813733944892883,0.7244027348076342,0.0,0.009927971115163414
5,0.7445985629558564,0.8064535500156826,0.027664848897494154,0.009909954834128341
6,0.6923513959646225,0.7940241954631375,0.12116919455395726,0.00989193491307027
7,0.6401401108503342,0.8292259790770421,0.12179893053793239,0.00987391134388305
8,0.6482233750224113,0.780601160152527,0.06692667198295392,0.009855884118426006
9,0.6358986285924911,0.8566144523428401,0.2174126982254108,0.009837853228523706
10,0.6125612467527389,0.8794884602253314,0.24935084827214937,0.009819818665965752
11,0.6035320825576782,0.9125786422393923,0.25950094272037455,0.009801780422506557
12,0.5641954168081283,0.9217564166739325,0.20514976046272096,0.009783738489865112
13,0.5464779231548309,0.9156661615256528,0.355655949279626,0.009765692859724779
14,0.511370847940445,0.898132852272041,0.3510324292564473,0.009747643523733043
15,0.5199375338554383,0.866774382706264,0.27267753496882086,0.009729590473501306
16,0.5009376585483551,0.9245061045288812,0.4122911517247094,0.009711533700604631
17,0.4728023733198643,0.9057010503243365,0.3914491660591641,0.009693473196581535
18,0.4914123050570488,0.9126653233250087,0.2739223644687588,0.009675408952933734
19,0.4993088464140892,0.9230935569229411,0.44233039231858523,0.009657340961125919
20,0.4585605701208115,0.903632570759171,0.26862315092503103,0.009639269212585509
21,0.49077056086063386,0.9194797365389111,0.35021175630319007,0.009621193698702417
22,0.44610947486758235,0.9189931362253141,0.4440304923404282,0.009603114410828804
23,0.4314772321879864,0.9182702021172666,0.5129150326722229,0.009585031340278832
24,0.42654424849152567,0.907322972853266,0.389453907053449,0.009566944478328421
25,0.4050147761702538,0.933611939279484,0.3848394956044814,0.009548853816214998
26,0.39282313784956935,0.9074159146532629,0.4048459967476772,0.009530759345137247
27,0.4158781336545944,0.9299200077965462,0.4520680980937048,0.009512661056254852
28,0.40106738662719726,0.9375521708006492,0.48325565017851385,0.009494558940688246
29,0.38397123277187345,0.9253829167303671,0.41930796343754584,0.00947645298951835
30,0.3915522599518299,0.9289293476760753,0.4360285976896554,0.009458343193786321
31,0.3837319572865963,0.9238599747735449,0.3825353402565254,0.00944022954449327
32,0.3798871014416218,0.9389228891200047,0.4084656959421032,0.009422112032600018
33,0.3703920782804489,0.937893585047168,0.4904151950768452,0.009403990649026823
34,0.3765105783343315,0.9365335133714342,0.5091098825744568,0.009385865384653105
35,0.34953411570191384,0.9340695207905694,0.49508416363582725,0.009367736230317175
36,0.33792501270771025,0.9339198525728006,0.43486275145485526,0.009349603176815975
37,0.3687570056915283,0.9313134865499192,0.4793027442142636,0.009331466214904776
38,0.3652921579182148,0.9412746794552037,0.52173204345176,0.009313325335296928
39,0.3704747605621815,0.9294122026913714,0.37358371875642254,0.009295180528663556
40,0.3494349525272846,0.9221831483513855,0.5136675098640523,0.009277031785633282
41,0.337177789658308,0.9342387164044098,0.4979883072924301,0.00925887909679195
42,0.33293094927072525,0.9398332073907364,0.5126956706487317,0.00924072245268232
43,0.3289058384001255,0.927408605838605,0.46697979261973127,0.009222561843803788
44,0.3089592446386814,0.9311700098796954,0.5385384404379602,0.009204397260612089
45,0.33683745592832565,0.9254872452602352,0.5114066483884949,0.009186228693518995
46,0.32533230614662173,0.9377033068490794,0.5242843682756627,0.009168056132892021
47,0.31371495619416234,0.9371477688004833,0.5734505713787773,0.009149879569054125
48,0.31936289396882056,0.9387720165711606,0.4963850481424564,0.009131698992283397
49,0.3143784032762051,0.9421586644382729,0.44912955799658105,0.00911351439281275
50,0.30957473400235175,0.9418920508121342,0.531714688436603,0.009095325760829623
51,0.32818196386098863,0.9393530472502506,0.5490411395927627,0.009077133086475645
52,0.30520637837052345,0.9282809868876095,0.5071574083162468,0.009058936359846346
53,0.3039054810702801,0.9297987655758378,0.520862297288514,0.009040735570990808
54,0.3046561542153359,0.9357699308512014,0.4716610701853082,0.009022530709911372
55,0.3017325107455254,0.9342561561139017,0.49829313280044335,0.00900432176656329
56,0.31162519294023516,0.9370088553566478,0.4912722568737098,0.008986108730854411
57,0.3028037184476852,0.9433986293967629,0.5235825384639562,0.008967891592644845
58,0.3173268654048443,0.936306335271324,0.42315437287724605,0.008949670341746629
59,0.30249374625086783,0.9362777164668215,0.5653961059890337,0.008931444967923387
60,0.2958781560063362,0.9135800819090184,0.606144182899682,0.00891321546089
61,0.2867218279540539,0.9354971016868788,0.5148528145279134,0.008894981810312246
